0.982653061,0.981632653,0.982653061,0.92244898,0.97755102,0.982653061,0.979591837,0.948979592,0.982653061,0.97755102,0.983673469,0.986734694,0.978571429,0.974489796,0.983673469,0.982653061
0.992070485,0.981497797,0.992070485,0.992951542,0.992070485,0.992070485,0.992951542,0.992070485,0.993832599,0.993832599,0.988546256,0,0.993832599,0.995594714,0.992070485,0.992070485
0.942829457,0.947674419,0.942829457,0.951550388,0.942829457,0.94379845,0.950581395,0.945736434,0.937015504,0.93120155,0.872093023,0.909883721,0.939922481,0.206395349,0.949612403,0.942829457
0.946534653,0.175247525,0.946534653,0.954455446,0.946534653,0.948514851,0.954455446,0.945544554,0.754455446,0.952475248,0.959405941,0.966336634,0.945544554,0.945544554,0.945544554,0.944554455
0.891038697,0.901221996,0.891038697,0.912423625,0.889002037,0.891038697,0.918533605,0.896130346,0.881873727,0.856415479,0.910386965,0.904276986,0.407331976,0.892057026,0.823828921,0.700610998
0.901345291,0.885650224,0.901345291,0.030269058,0.902466368,0.901345291,0.912556054,0.912556054,0.890134529,0.918161435,0.920403587,0.906950673,0.93161435,0.915919283,0.771300448,0.902466368
0.972860125,0.978079332,0.972860125,0.949895616,0.973903967,0.972860125,0.978079332,0.974947808,0.975991649,0.973903967,0.972860125,0.941544885,0.14091858,0.975991649,0.977035491,0.974947808
0.959143969,0.964980545,0.959143969,0.960116732,0.959143969,0.959143969,0,0.963035019,0.963035019,0.962062257,0.969844358,0.950389105,0.960116732,0.96692607,0.967898833,0.955252918
0.886036961,0.716632444,0.886036961,0.901437372,0.886036961,0.886036961,0.879876797,0.889117043,0.900410678,0.778234086,0.85523614,0.906570842,0.885010267,0.904517454,0.466119097,0.889117043
0.868186323,0.915758176,0.868186323,0.874132805,0.868186323,0.868186323,0.779980178,0.773042616,0.818632309,0.873141724,0.823587711,0.885034688,0.89395441,0.870168484,0.424182359,0.851337958
