1,3.857321497,0.653409958,0,0.192584038,none,none,0,0.173895121,11.19406104,2.326543093,9.738369373,0.657167912,0,0.208600044,0,0.148478985,0.65993381,0.355792999,infeasible,infeasible
2,3.281001162,1.410023928,none,none,0,0.46292901,0,0.232141018,0,0.428802013,0,0.240794897,0,0.231737137,0,0.207296133,0,0.238933086,0,0.385280132
3,none,none,15.72668212,0.764316082,0,0.183777094,18.22850435,3.695550919,10.27836799,0.872949123,0,0.204757929,0,0.171257973,0,0.129832029,17.68909603,1.527770042,16.58553856,2.246407032
4,0,0.194956064,0,0.265850067,0,0.194519997,0,0.27095294,none,none,0,0.299140215,0,0.147567034,0,0.216059923,0,0.284785986,0,0.144226074
5,15.08761838,1.733627081,none,none,4.650599069,1.065320969,0,0.24664712,7.604443988,1.784626961,0,0.338327169,0,0.244784117,0,0.182337999,0,0.208163023,0,0.378334999
6,0,0.403898001,0,0.288581848,0,0.201792002,0,0.287240982,none,none,0,0.23229003,0,0.206864119,0,0.226022959,0,0.153603077,0,0.235939026
7,0,0.33224988,0,0.371783018,0,0.273888111,0,0.398571014,0,0.242716074,0,0.224138021,0,0.292412043,0,0.149283886,0,0.409278154,none,none
8,0,0.22966814,0,0.242026806,0,0.241754055,4.858727535,1.100916862,0,0.216476917,none,none,0,0.203845978,0,0.284440994,0,0.223788977,0,0.260712147
9,0,0.411473989,1.682639245,0.487520933,0,0.160488844,0,0.311092854,0,0.200934887,0,0.243038893,0,0.366122007,0,0.232682943,0,0.332686901,none,none
10,none,none,infeasible,infeasible,0,0.135699987,15.68689667,1.398678064,0,0.201571941,0,0.146443844,0,0.191146851,0,0.126444817,0,0.234833956,0,0.22774601
11,0,0.36870718,0,0.180887938,0,0.211489916,6.306866061,1.213933945,0,0.209052801,0,0.18669796,none,none,0,0.208961964,0,0.349134922,0,0.231096983
12,0,0.446798086,0,0.299374104,0,0.22872591,0,0.31988287,0,0.239663124,0,0.228023052,0,0.377020121,0,0.147253036,0,0.227792025,none,none
14,19.12140455,1.539111137,none,none,0,0.255984068,0,0.238527775,9.338720088,0.69878912,0,0.2867589,0,0.270587921,0,0.206745863,0,0.243432045,4.009897718,1.270146132
15,0,0.257259846,0,0.217386961,0,0.230018139,0,0.15198493,0,0.365872145,none,none,0,0.223969936,0,0.354588032,0,0.208566904,0,0.162086964
16,0,0.449831963,4.209690333,0.547791958,0,0.19627285,0,0.216256142,0,0.242670059,0,0.221969128,0,0.277724028,0,0.15673995,0,0.221112013,none,none
17,1.33241998,0.711756945,8.718616146,0.726975918,10.66573044,1.557013035,0,0.198229074,13.88829907,1.97262001,0.385679157,0.470442057,14.18441891,1.14754796,none,none,12.78427664,0.935199022,0,0.23577404
18,12.6761765,2.260437012,0,0.208688021,0,0.371620893,none,none,4.180770678,1.133820057,0,0.152343988,1.907297806,1.351535082,0,0.211277962,5.889439422,0.792694092,1.225576875,0.495473862
19,0,0.376241207,0,0.2964468,0,0.2086339,1.945898031,1.130553007,none,none,0,0.387248993,0,0.170867205,0,0.210349083,0,0.387586832,0,0.14875412
