50,17.85295226,16.53569412,21.67362875,3.643782854,16.59649782,6.147758007,17.87128043,2.922482014,23.86316618,8.324959993,20.30577977,16.72585106,0,0.124825954,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible
51,infeasible,infeasible,infeasible,infeasible,23.19303642,6.670612097,0,0.122384071,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,24.94105478,1.564605951,infeasible,infeasible,infeasible,infeasible
52,6.258100168,0.961573839,17.93642136,3.393880129,16.46893487,2.876441002,12.41850473,4.951889038,11.56736988,5.00780797,0,0.133002996,9.850580236,2.705983877,8.805279928,1.262820005,13.89828412,3.196669102,10.0828769,5.812153101
53,11.63892027,3.318994999,17.33300718,4.356280088,18.30724807,12.19539404,8.967463669,3.285116911,13.67472839,4.676767111,0,0.131634951,10.21799192,4.055088043,18.75448091,14.99960399,10.20970257,1.890285969,15.71379291,9.830024004
54,infeasible,infeasible,infeasible,infeasible,15.53584105,4.077006102,infeasible,infeasible,23.49526454,2.227664948,infeasible,infeasible,0,0.115107059,infeasible,infeasible,23.37574613,3.275243044,infeasible,infeasible
55,0,0.114727974,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,23.53210835,11.16458917,21.91025688,5.929978848,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible
56,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,0,0.128242016,infeasible,infeasible,20.06689623,2.91933918,infeasible,infeasible,20.74982058,1.411011934,infeasible,infeasible
57,infeasible,infeasible,0,0.146195173,15.46835999,6.898066044,15.41319789,13.55992007,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,12.39929782,4.439001799,18.74651609,11.59451818,23.57439792,15.55143785
58,19.74835494,6.159461021,infeasible,infeasible,21.67251243,8.151551962,17.05221215,18.59501195,11.00921662,2.536543131,17.93983547,11.34861493,23.44971183,3.839454174,8.275600155,1.766889811,17.4878455,2.068825006,0,0.131721973
59,8.668571062,7.115435123,20.29725038,17.71447396,21.00985123,25.19239807,16.24988377,13.7788949,20.31298598,13.42961812,0,0.137354136,14.51561075,13.27919412,12.51177851,11.8412292,15.77988349,18.33735299,17.90992621,21.18471408
60,23.55126485,4.485876083,infeasible,infeasible,infeasible,infeasible,12.48780848,1.245934963,infeasible,infeasible,15.98987927,1.664531946,infeasible,infeasible,0,0.113226891,infeasible,infeasible,infeasible,infeasible
61,infeasible,infeasible,17.13226737,5.561995029,6.376974913,0.611959934,23.8362168,11.57731104,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,0,0.116238832,infeasible,infeasible
62,17.08016708,15.46625495,8.956371655,1.93434906,5.613049702,0.733059168,10.29828607,1.721944809,5.527964892,0.484779119,5.817622229,2.000217915,6.522427272,0.786962032,4.800433468,1.398213148,3.172292219,0.584331989,0,0.140884876
63,infeasible,infeasible,16.75134955,2.717205048,0,0.201959848,2.162037144,0.341705799,infeasible,infeasible,24.16331211,9.437144041,infeasible,infeasible,22.73790031,2.95498085,13.16685937,2.028082848,21.07284257,8.392004013
64,infeasible,infeasible,infeasible,infeasible,12.66630808,1.344621897,12.45304222,2.908965826,22.70473925,2.875540018,infeasible,infeasible,infeasible,infeasible,0,0.141169786,infeasible,infeasible,23.06834718,7.579903126
65,19.40065025,24.34631801,15.01618242,16.88443589,11.69797022,14.13331413,5.152224886,0.700367928,0,0.132138968,6.322150016,2.064692974,11.50385707,13.04610705,16.37304491,10.14620709,6.766076083,2.547945976,6.753937069,1.288923979
66,9.339099425,7.825649023,11.07043684,9.902130127,6.642867979,12.39401698,9.675984633,6.975708008,11.91921618,15.070333,12.62686844,4.201596975,0,0.122955084,11.15042846,18.1808579,18.66287619,22.32927012,19.84384572,6.834483862
67,23.99547035,16.76550102,23.85976413,2.686100006,13.38803083,2.902505159,14.74908195,2.011902094,0,0.12469697,infeasible,infeasible,17.10797381,1.716237068,17.76690184,12.03144598,14.85018847,2.69633913,16.89890533,9.386440992
68,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,0,0.115196943,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,22.89551621,1.269618034,infeasible,infeasible
70,22.25836989,6.824419975,infeasible,infeasible,infeasible,infeasible,17.80577596,3.166437864,infeasible,infeasible,22.5239951,10.90988708,infeasible,infeasible,0,0.130071163,infeasible,infeasible,infeasible,infeasible
72,11.69096459,0.764492989,infeasible,infeasible,0,0.119177103,9.892784503,0.730496883,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,23.59879193,2.050744057,infeasible,infeasible
73,infeasible,infeasible,19.60922156,4.8191998,23.33700227,7.103417873,22.4671588,21.31519294,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,0,0.133950949,6.310403902,0.418983936,5.533528386,1.20355916
74,infeasible,infeasible,0,0.155920982,20.39208883,6.144561052,19.79126418,6.150995016,infeasible,infeasible,24.69088717,27.74009204,infeasible,infeasible,21.23386282,6.347718,16.43560608,17.25032806,24.76151628,11.84298682
75,infeasible,infeasible,21.71057946,2.407041073,24.35502362,5.725669861,20.85387613,4.466816902,18.48992766,2.526055098,infeasible,infeasible,infeasible,infeasible,0,0.126803875,19.9845409,3.564822912,17.32947369,2.782989979
76,infeasible,infeasible,15.44954627,1.293645859,19.06838639,3.309296131,0,0.141863108,infeasible,infeasible,15.37672726,2.330504894,infeasible,infeasible,infeasible,infeasible,15.97723433,2.267262936,infeasible,infeasible
77,infeasible,infeasible,19.29265353,11.01777697,0,0.118397951,19.85500009,15.783355,infeasible,infeasible,21.87543106,2.829540968,23.80821849,3.801137924,3.486570614,0.770577908,19.59667683,2.779041052,20.34713093,10.25678015
78,infeasible,infeasible,7.189540002,0.68926096,17.53919361,9.623419046,12.13314201,11.62634802,13.582249,11.81244898,19.84302883,31.50188613,22.09834732,30.70159197,11.23567854,8.510586023,7.058805442,1.328279972,0,0.157879114
79,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,0,0.142876863,23.95155463,2.154696941,infeasible,infeasible
80,19.97335535,12.91187286,24.83633355,3.282563925,21.66931095,5.310971022,20.28833128,6.539227962,17.24285728,2.882443905,18.81729905,10.78074908,20.93821118,4.268025875,0,0.137511015,19.52107716,4.486354113,11.23458624,2.741278887
81,22.94252505,10.99741101,18.89780902,2.009204865,22.41566766,20.91595697,infeasible,infeasible,infeasible,infeasible,14.96764057,5.998667955,0,0.122452974,infeasible,infeasible,22.88289058,7.267686129,infeasible,infeasible
83,21.14680183,7.717967033,24.84056732,2.938847065,21.1866651,4.712140083,20.00250264,12.77384615,23.50893836,3.862633944,22.5021714,21.07597208,24.80631476,2.941120148,0,0.142216921,21.68437163,5.497334003,20.23260147,17.34687805
84,21.66347419,4.062260151,21.42239587,3.039699078,19.73644914,13.24356318,infeasible,infeasible,20.05053097,3.265799046,17.13377418,7.993106127,14.34801842,2.1125741,infeasible,infeasible,0,0.181996822,infeasible,infeasible
85,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,0,0.153428078,infeasible,infeasible,20.52940336,1.379879951,infeasible,infeasible,15.95608414,1.37983489,infeasible,infeasible
86,infeasible,infeasible,infeasible,infeasible,23.10190478,3.31215477,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,0,0.108807087,infeasible,infeasible,infeasible,infeasible
87,23.08697063,4.874511957,infeasible,infeasible,infeasible,infeasible,0,0.117692947,infeasible,infeasible,11.67239319,1.966880798,23.64887316,2.962893963,23.61752377,1.62459898,infeasible,infeasible,infeasible,infeasible
88,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,0,0.138969898,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible
89,infeasible,infeasible,0,0.124709845,20.02820792,9.660068989,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,21.45218624,2.79990387,23.93569696,15.8515358,24.42947378,12.12971115,infeasible,infeasible
90,infeasible,infeasible,20.70514582,1.274574041,21.6749579,3.052108049,0,0.176883936,infeasible,infeasible,18.41882701,3.924729109,infeasible,infeasible,infeasible,infeasible,16.88713602,2.011132002,infeasible,infeasible
91,infeasible,infeasible,24.58533837,5.370445013,19.78345569,10.87994313,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,0,0.135187864,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible
92,17.43429519,10.6603961,9.472660406,2.21685791,11.20489587,14.6846981,11.57602368,8.828922987,4.217247882,1.054403067,14.4009472,38.88375998,14.71312209,13.42067909,8.687503228,9.037933111,4.833747265,0.956642151,0,0.148288012
93,infeasible,infeasible,infeasible,infeasible,24.66978878,2.932146072,0,0.114331961,infeasible,infeasible,22.55536005,1.640846968,infeasible,infeasible,infeasible,infeasible,22.84006735,1.657032967,infeasible,infeasible
94,infeasible,infeasible,0,0.14596796,17.98239882,11.39402986,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,20.98267278,1.580775023,infeasible,infeasible,16.38447061,3.657230854,infeasible,infeasible
95,infeasible,infeasible,23.22262293,1.778362989,20.15141532,2.638689041,21.18885373,2.230642796,0,0.115374804,infeasible,infeasible,14.71030551,2.182554007,20.08142874,2.778269053,17.1699007,1.957322121,20.40012324,2.25999999
96,20.47563556,5.870465994,0,0.129488945,9.699191957,2.780424833,6.623498832,3.569823027,15.19169205,6.550581932,9.358696862,4.653393984,15.11460039,13.77414894,9.792247801,2.073092937,9.622629214,2.951999903,10.41113304,942.8605449
97,infeasible,infeasible,15.59723446,1002.055433,8.888928227,0.661517143,18.84216956,4.977802992,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,0,0.119757891,19.54025089,2.812284946,21.84780796,1010.347947
98,18.0432547,2.903968096,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible,0,0.125060797,infeasible,infeasible,infeasible,infeasible,infeasible,infeasible
100,17.69498151,16.46745801,19.30456444,23.37145805,9.835293036,8.960686922,21.21655119,14.79379797,24.64131537,68.19952202,19.67660439,14.93088794,0,0.13014698,18.67011427,10.42701507,20.15315024,15.4095149,22.04020454,9.797744989
