0.985714286,0.983673469,0.982653061,0.974489796,0.983673469,0.982653061,0.985714286,0.982653061,0.981632653,0.97244898,0.982653061,0.982653061,0.982653061,0.983673469,0.942857143,0.983673469,0.984693878,0.983673469,0.982653061,0.983673469,0.982653061,0.984693878,0.97244898,0.957142857,0.982653061,0.985714286,0.91122449,0.981632653,0.984693878,0.984693878,0.982653061,0.981632653
0.963876652,0.992951542,0.989427313,0.992070485,0.988546256,0.992070485,0.992070485,0.99030837,0.992070485,0.992951542,0.992951542,0.987665198,0.992070485,0.992070485,0.992070485,0.992070485,0.989427313,0.992070485,0.992070485,0.988546256,0.991189427,0.992070485,0.992951542,0.992951542,0.99030837,0.985903084,0.992951542,0.992070485,0.989427313,0.992951542,0.992070485,0.992070485
0.947674419,0.942829457,0.941860465,0.947674419,0.944767442,0.937015504,0.948643411,0.945736434,0.946705426,0.942829457,0.942829457,0.941860465,0.940891473,0.948643411,0.945736434,0.944767442,0.946705426,0.834302326,0.94379845,0.936046512,0.940891473,0.942829457,0.926356589,0.896317829,0.941860465,0.927325581,0.934108527,0.94379845,0.938953488,0.890503876,0.947674419,0.94379845
0.947524752,0.947524752,0.94950495,0.948514851,0.952475248,0.946534653,0.946534653,0.945544554,0.935643564,0.946534653,0.946534653,0.945544554,0.946534653,0.944554455,0.95049505,0.943564356,0.932673267,0.951485149,0.946534653,0.951485149,0.931683168,0.943564356,0.945544554,0.93960396,0.946534653,0.957425743,0.94950495,0.946534653,0.618811881,0.933663366,0.900990099,0.947524752
0.899185336,0.892057026,0.884928717,0.884928717,0.894093686,0.855397149,0.724032587,0.864562118,0.892057026,0.893075356,0.876782077,0.892057026,0.872708758,0.891038697,0.894093686,0.896130346,0.892057026,0.900203666,0.898167006,0.896130346,0.873727088,0.892057026,0.896130346,0.893075356,0.891038697,0.892057026,0.892057026,0.706720978,0.889002037,0.912423625,0.898167006,0.894093686
0.910313901,0.905829596,0.902466368,0.897982063,0.821748879,0.90470852,0.908071749,0.910313901,0.878923767,0.798206278,0.901345291,0.901345291,0.902466368,0.901345291,0.897982063,0.900224215,0.846412556,0.908071749,0.899103139,0.902466368,0.905829596,0.900224215,0.882286996,0.905829596,0.901345291,0.897982063,0.919282511,0.906950673,0.919282511,0.912556054,0.803811659,0.897982063
0.972860125,0.972860125,0.971816284,0.962421712,0.965553236,0.972860125,0.949895616,0.971816284,0.974947808,0.972860125,0.972860125,0.971816284,0.972860125,0.973903967,0.974947808,0.973903967,0.972860125,0.969728601,0.971816284,0.962421712,0.972860125,0.972860125,0.978079332,0.974947808,0.972860125,0.96868476,0.945720251,0.974947808,0.974947808,0.974947808,0.973903967,0.973903967
0.95233463,0.947470817,0.951361868,0.959143969,0.959143969,0.959143969,0.960116732,0.963035019,0.959143969,0.959143969,0.955252918,0.960116732,0.962062257,0.955252918,0.953307393,0.961089494,0.959143969,0.963035019,0.959143969,0.964980545,0.962062257,0.956225681,0.965953307,0.959143969,0.958171206,0.968871595,0.959143969,0.902723735,0.964007782,0.899805447,0.961089494,0.945525292
0.796714579,0.888090349,0.889117043,0.892197125,0.892197125,0.882956879,0.886036961,0.848049281,0.892197125,0.890143737,0.887063655,0.896303901,0.886036961,0.888090349,0.896303901,0.886036961,0.891170431,0.895277207,0.889117043,0.887063655,0.890143737,0.885010267,0.569815195,0.893223819,0.890143737,0.782340862,0.888090349,0.890143737,0.89835729,0.91889117,0.889117043,0.887063655
0.831516353,0.875123885,0.870168484,0.850346878,0.870168484,0.871159564,0.876114965,0.811694747,0.868186323,0.868186323,0.85629336,0.868186323,0.768087215,0.869177403,0.878097126,0.757185332,0.869177403,0.868186323,0.870168484,0.869177403,0.885034688,0.875123885,0.863230922,0.867195243,0.868186323,0.874132805,0.871159564,0.754212091,0.871159564,0.878097126,0.841427156,0.880079286
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
